,Backgrounds ,Skin ,Clothing,Eyes,Eyewear,Head,Tusks,Mouth
772,bg-red_C,Elephant_Pink_C,None,Elephant base eyes_C,Wayfarer_sunglasses_funny_R,headband_green_UC,None ,None 
773,bg-purple1_C,Elephant_Grey_C,Hoodie_brown_C,Elephant base eyes_C,None,elephant_mohawk2_white_SR,None ,None 
774,BG_Yellow_C,Elephant_Grey_C,None,Elephant base eyes_C,Wayfarer_sunglasses_black-yellow_C,bitcoin_cap_pink_silver_UC,None ,None 
775,bg-yellow_C,Elephant_Blue_C,Hoodie_pink_UC,Elephant base eyes_C,Wayfarer_sunglasses_flames-black_R,bitcoin_cap_white_silver_UC,None ,None 
776,BG_Yellow_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,None,elephant_nfl_helmet_green_SR,None ,None 
777,bg-red_C,Elephant_Blue_C,Elephant_Basketball_jersey1_R,Elephant base eyes_C,None,bandana_brown_UC,None ,None 
778,BG-purple_C,Elephant_Blue_C,Hoodie_military1_UC,Elephant base eyes_C,VR_headset_2_green_R,bandana_white_R,None ,None 
779,bg-red_C,Elephant_Red_C,Hoodie_White_UC,Elephant base eyes_C,Wayfarer_sunglasses_black-yellow_C,headband_green_UC,None ,None 
780,BG-purple_C,Elephant_Green_C,Hoodie_pink_UC,Elephant base eyes_C,None,headband_orange_UC,None ,elephant_cigar_SR
781,bg-punk-blue2_C,Elephant_Blue_C,Hoodie_green_C,Elephant base eyes_C,None,bandana_white_R,None ,None 
782,bg-punk-blue3_C,Elephant_Ice _SR,T-shirt_feck_fiat_L,Elephant base eyes_C,Aviator_sunglasses_blue_C,None ,None ,None 
783,bg-punk-pink_C,Elephant_Green_C,T-shirt_black_C,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,bandana_green_UC,None ,None 
784,BG_Yellow_C,Elephant_Grey_C,Hoodie_White_UC,Elephant base eyes_C,Wayfarer_sunglasses_black-blue_C,None ,None ,None 
785,bg-punk-blue2_C,Elephant_Sky_Blue_C,Hoodie_brown_C,Elephant base eyes_C,Wayfarer_sunglasses_flames-black_R,bitcoin_cap_blue_sky_silver_UC,None ,None 
786,bg-punk-blue3_C,Elephant_Sky_Blue_C,T-shirt_blue_C,Elephant base eyes_C,Aviator_sunglasses_blue_clear_C,bitcoin_cap_brown_silver_UC,None ,None 
787,bg-yellow_C,Elephant_Purple_C,NFL_jersey2_R,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,bandana_purple_R,None ,None 
788,bg-red_C,Elephant_Blue_C,NFL_jersey1_R,Elephant base eyes_C,Wayfarer_sunglasses_black-yellow_C,headband_brown_UC,None ,None 
789,BG-purple_C,Elephant_Sky_Blue_C,Hoodie_White_UC,Elephant base eyes_C,None,bitcoin_cap_brown_gold_R,None ,None 
790,BG-purple_C,Elephant_Pink_C,Hoodie_orange_C,Elephant base eyes_C,Aviator_sunglasses_blue_clear_C,None ,None ,None 
791,BG_Teal_C,Elephant_Pink_C,None,Elephant base eyes_C,Aviator_sunglasses_black_UC,bitcoin_cap_blue_sky_gold_R,None ,None 
792,bg-punk-blue2_C,Elephant_Grey_C,None,Elephant base eyes_C,None,baseball_cap1_R,None ,None 
793,bg-purple1_C,Elephant_Sky_Blue_C,Elephant_Basketball_jersey2_R,Elephant base eyes_C,Aviator_sunglasses_red_C,tv_head_elephant_yellow_SR,None ,None 
794,bg-punk-blue2_C,Elephant_Pink_C,None,Elephant base eyes_C,None,bitcoin_cap_blue_sky_silver_UC,None ,None 
795,BG_Yellow_C,Elephant_Red_C,None,Elephant base eyes_C,Wayfarer_sunglasses_black-yellow_C,elephant_mohawk1_neon_L,None ,None 
796,bg-orange_C,Elephant_Grey_C,Hoodie_brown_C,Elephant base eyes_C,Aviator_sunglasses_red_C,None ,None ,None 
797,bg-punk-blue2_C,Elephant_Black_SR,Elephant_Basketball_jersey1_R,Elephant base eyes_C,None,bandana_green_UC,None ,None 
798,bg-red_C,Elephant_Green_C,T-shirt_black_C,Upset_Elephant_L,Aviator_sunglasses_blue_clear_C,None ,None ,None 
799,bg-orange_C,Elephant_Grey_C,Hoodie_yellow_C,Elephant base eyes_C,None,bitcoin_cap_white_silver_UC,None ,None 
800,bg-red_C,Elephant_Blue_C,Hoodie_yellow_C,Elephant base eyes_C,None,headband_orange_UC,None ,None 
801,bg-army-green_C,Elephant_Blue_C,Hoodie_military1_UC,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,bitcoin_cap_pink_silver_UC,None ,None 
802,BG-purple_C,Elephant_Red_C,Hoodie_yellow_C,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,None ,None ,None 
803,bg-punk-pink_C,Elephant_Red_C,T-shirt_blue_C,Elephant base eyes_C,None,bandana_green_UC,None ,None 
804,BG_Yellow_C,Elephant_Red_C,Hoodie_pink_UC,Elephant base eyes_C,Wayfarer_sunglasses_black-blue_C,bitcoin_cap_brown_silver_UC,None ,None 
805,BG-purple_C,Elephant_Blue_C,Hoodie_White_UC,Elephant base eyes_C,Aviator_sunglasses_yellow_gold_clear_UC,None ,None ,None 
806,bg-orange_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,Wayfarer_sunglasses_black-red_UC,None ,None ,None 
807,bg-red_C,Elephant_Green_C,None,Elephant base eyes_C,None,headband_brown_UC,None ,None 
808,BG_punkblue_C,Elephant_Blue_C,Hoodie_yellow_C,Elephant base eyes_C,Aviator_sunglasses_blue_clear_C,None ,None ,None 
809,bg-purple1_C,Elephant_Black_SR,None,Elephant base eyes_C,None,None ,None ,None 
810,BG_Teal_C,Elephant_Grey_C,NFL_jersey2_R,Elephant base eyes_C,None,headband_black_UC,None ,None 
811,bg-red_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,Aviator_sunglasses_red_C,bitcoin_cap_red_silver_UC,None ,None 
812,bg-orange_C,Elephant_Blue_C,None,Elephant base eyes_C,None,skull_head3_L,None ,elephant_gas_mask_beige_L
813,bg-orange_C,Elephant_Grey_C,T-shirt_black_C,Elephant base eyes_C,None,bitcoin_cap_brown_silver_UC,None ,None 
814,bg-red_C,Elephant_Sky_Blue_C,Hoodie_brown_C,Elephant base eyes_C,VR_headset_off_M,tv_head_elephant_dark_grey_L,None ,None 
815,bg-punk-blue2_C,Elephant_Grey_C,None,Elephant base eyes_C,None,elephant_nfl_helmet_green_SR,None ,None 
816,bg-army-green-2_C,Elephant_Blue_C,None,Elephant base eyes_C,None,None ,None ,None 
817,bg-punk-blue3_C,Leopard_Elephant_SR,Hoodie_brown_C,Elephant base eyes_C,None,bitcoin_cap_brown_silver_UC,None ,None 
818,BG_punkblue_C,Elephant_Green_C,Hoodie_yellow_C,Elephant base eyes_C,None,bitcoin_cap_brown_silver_UC,None ,None 
819,bg-punk-pink_C,Elephant_Sky_Blue_C,T-shirt_blue_C,Elephant base eyes_C,None,headband_orange_UC,None ,elephant_gas_mask_dark_L
820,bg-army-green-2_C,Elephant_Green_C,Hoodie_green_C,Elephant base eyes_C,Aviator_sunglasses_red_C,baseball_cap1_R,None ,None 
821,bg-purple1_C,Elephant_Sky_Blue_C,Hoodie_pink_UC,Elephant base eyes_C,None,bitcoin_cap_white_silver_UC,None ,None 
822,BG_Teal_C,Elephant_Grey_C,T-shirt_black_C,Elephant base eyes_C,Aviator_sunglasses_yellow_gold_clear_UC,bitcoin_cap_white_silver_UC,None ,None 
823,bg-punk-blue2_C,Elephant_Purple_C,None,Elephant base eyes_C,Aviator_sunglasses_pink_clear_UC,tv_head_elephant_yellow_SR,None ,None 
824,BG-purple_C,Elephant_Blue_C,T-shirt_white_UC,Elephant base eyes_C,Wayfarer_sunglasses_black-yellow_C,bitcoin_cap_red_silver_UC,None ,None 
825,bg-red_C,Elephant_Green_C,Hoodie_orange_C,Elephant base eyes_C,Aviator_sunglasses_yellow_gold_clear_UC,None ,None ,None 
826,bg-orange_C,Elephant_Green_C,T-shirt_black_C,Elephant base eyes_C,Aviator_sunglasses_black_UC,None ,None ,elephant_cigar_SR
827,bg-purple1_C,Elephant_Pink_C,None,Conspiring_Elephant_L,Aviator_sunglasses_black_clear_UC,headband_orange_UC,None ,None 
828,bg-punk-pink_C,Elephant_Red_C,None,Elephant base eyes_C,Aviator_sunglasses_pink_UC,None ,None ,None 
829,bg-purple1_C,Elephant_Red_C,None,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,bull_broken_horns_L,None ,None 
830,bg-punk-blue3_C,Elephant_Grey_C,None,Elephant base eyes_C,VR_headset_2_green_R,bitcoin_cap_white_gold_R,None ,None 
831,bg-army-green-2_C,Elephant_Red_C,Hoodie_yellow_C,Elephant base eyes_C,Aviator_sunglasses_red_C,elephant_mohawk2_pink_SR,None ,None 
832,bg-punk-pink_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,None,bandana_black_R,None ,None 
833,BG_Yellow_C,Elephant_Black_SR,Hoodie_military1_UC,Elephant base eyes_C,Wayfarer_sunglasses_black-black_UC,None ,None ,None 
834,bg-punk-pink_C,Elephant_Blue_C,NFL_jersey1_R,Elephant base eyes_C,Aviator_sunglasses_red_C,bandana_brown_UC,None ,None 
835,bg-army-green-2_C,Elephant_Blue_C,None,Elephant base eyes_C,None,bitcoin_cap_red_silver_UC,None ,None 
836,bg-punk-blue3_C,Elephant_Green_C,None,Elephant base eyes_C,Wayfarer_sunglasses_black-red_UC,bull_horns_SR,None ,None 
837,bg-punk-pink_C,Elephant_Pink_C,Hoodie_green_C,Elephant base eyes_C,Wayfarer_sunglasses_black-red_UC,bandana_blue_R,None ,None 
838,bg-punk-pink_C,Elephant_Green_C,None,Elephant base eyes_C,Aviator_sunglasses_pink_UC,None ,None ,None 
839,bg-army-green_C,Elephant_Red_C,Elephant_Basketball_jersey1_R,Elephant base eyes_C,Aviator_sunglasses_blue_clear_C,tv_head_elephant_yellow_SR,None ,None 
840,BG_Yellow_C,Elephant_Red_C,Hoodie_yellow_C,Elephant base eyes_C,Aviator_sunglasses_blue_clear_C,None ,None ,None 
841,bg-punk-pink_C,Elephant_Sky_Blue_C,Hoodie_brown_C,Elephant base eyes_C,Wayfarer_sunglasses_funny_R,None ,None ,None 
842,bg-army-green_C,Elephant_Green_C,T-shirt_challenge_SR,Elephant base eyes_C,None,None ,None ,None 
843,bg-purple1_C,Elephant_Grey_C,None,Elephant base eyes_C,Aviator_sunglasses_blue_C,headband_orange_UC,None ,None 
844,BG_punkblue_C,Elephant_Grey_C,None,Elephant base eyes_C,Aviator_sunglasses_pink_clear_UC,None ,None ,None 
845,bg-orange_C,Elephant_Sky_Blue_C,Elephant_Basketball_jersey2_R,Elephant base eyes_C,None,None ,None ,None 
846,bg-army-green_C,Elephant_Blue_C,None,Elephant base eyes_C,Aviator_sunglasses_blue_clear_C,tv_head_elephant_orange_SR,None ,None 
847,bg-punk-blue2_C,Elephant_Red_C,None,Elephant base eyes_C,None,bitcoin_cap_brown_gold_R,None ,None 
848,bg-purple1_C,Cyborg_Elephants_SR,T-shirt_blue_C,Elephant base eyes_C,Wayfarer_sunglasses_black-yellow_C,bandana_blue_R,None ,None 
849,BG_punkblue_C,Elephant_Blue_C,None,Elephant base eyes_C,Aviator_sunglasses_black_clear_UC,headband_brown_UC,None ,None 
850,bg-red_C,Elephant_Pink_C,Hoodie_yellow_C,Elephant base eyes_C,Wayfarer_sunglasses_flames-black_R,elephant_mohawk1_blue_SR,None ,None 
851,bg-punk-pink_C,Elephant_Blue_C,None,Elephant base eyes_C,Aviator_sunglasses_black_clear_UC,headband_black_UC,None ,None 
852,BG_Yellow_C,Elephant_Silver_R,T-shirt_white_UC,Elephant base eyes_C,Wayfarer_sunglasses_black-black_UC,None ,None ,None 
853,bg-army-green-2_C,Elephant_Pink_C,Hoodie_military1_UC,Elephant base eyes_C,None,bandana_brown_UC,None ,None 
854,BG_punkblue_C,Elephant_Grey_C,None,Elephant base eyes_C,Wayfarer_sunglasses_black-black_UC,None ,None ,None 
855,bg-punk-pink_C,Elephant_Red_C,T-shirt_black_C,Elephant base eyes_C,VR_headset_2_green_R,bandana_purple_R,None ,None 
856,bg-punk-blue2_C,Elephant_Blue_C,T-shirt_challenge_SR,Elephant base eyes_C,Aviator_sunglasses_black_gold_SR,bitcoin_cap_red_gold_R,None ,None 
857,BG_Yellow_C,Elephant_Blue_C,T-shirt_white_UC,Elephant base eyes_C,None,baseball_cap2_R,None ,None 
858,bg-punk-blue2_C,Elephant_Black_SR,T-shirt_black_C,Elephant base eyes_C,Wayfarer_sunglasses_yellow-black_UC,None ,None ,None 
859,bg-army-green-2_C,Elephant_Green_C,Hoodie_brown_C,Elephant base eyes_C,None,None ,None ,None 
860,BG_Yellow_C,Elephant_Blue_C,T-shirt_black_C,Elephant base eyes_C,Wayfarer_sunglasses_black-black_UC,bitcoin_cap_brown_silver_UC,None ,None 
861,bg-blue_C,Elephant_Red_C,Hoodie_brown_C,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,None ,None ,None 
862,BG_Yellow_C,Elephant_Purple_C,Hoodie_White_UC,Elephant base eyes_C,Aviator_sunglasses_black_UC,None ,None ,None 
863,bg-red_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,Aviator_sunglasses_red_C,bandana_green_UC,None ,None 
864,bg-punk-blue2_C,Elephant_Blue_C,Elephant_Basketball_jersey2_R,Elephant base eyes_C,None,None ,None ,None 
865,BG-purple_C,Elephant_Sky_Blue_C,Hoodie_orange_C,Elephant base eyes_C,None,None ,None ,None 
866,bg-yellow_C,Elephant_Grey_C,Hoodie_green_C,Elephant base eyes_C,None,elephant_mohawk1_blue_SR,None ,None 
867,bg-orange_C,Elephant_Pink_C,Hoodie_yellow_C,Elephant base eyes_C,Aviator_sunglasses_blue_C,golden_horns_M,None ,None 
868,bg-punk-pink_C,Elephant_Blue_C,T-shirt_black_C,Elephant base eyes_C,Wayfarer_sunglasses_black-blue_C,headband_red_UC,None ,None 
869,bg-orange_C,Elephant_Green_C,None,Elephant base eyes_C,None,headband_brown_UC,None ,None 
870,bg-red_C,Elephant_Sky_Blue_C,Hoodie_military3_UC,Elephant base eyes_C,Aviator_sunglasses_red_C,bandana_white_R,None ,None 
871,bg-punk-pink_C,Elephant_Pink_C,T-shirt_black_C,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,bitcoin_cap_pink_silver_UC,None ,None 
872,BG_Yellow_C,Elephant_Sky_Blue_C,Hoodie_military2_UC,Elephant base eyes_C,VR_headset_2_grey_R,None ,None ,None 
873,bg-orange_C,Leopard_Elephant_SR,None,Elephant base eyes_C,Aviator_sunglasses_red_C,headband_orange_UC,None ,None 
874,BG-purple_C,Elephant_Blue_C,T-shirt_white_UC,Elephant base eyes_C,Aviator_sunglasses_pink_UC,bandana_white_R,None ,None 
875,bg-purple1_C,Elephant_Grey_C,None,Elephant base eyes_C,Aviator_sunglasses_blue_clear_C,bull_broken_horns_L,None ,None 
876,bg-punk-blue2_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,None,bitcoin_cap_white_silver_UC,None ,None 
877,bg-army-green-2_C,Elephant_Sky_Blue_C,Hoodie_pink_UC,Elephant base eyes_C,Aviator_sunglasses_red_C,bitcoin_cap_blue_sky_silver_UC,None ,None 
878,BG_Yellow_C,Elephant_Blue_C,Hoodie_yellow_C,Elephant base eyes_C,None,baseball_cap1_R,None ,None 
879,bg-red_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,None,bitcoin_cap_blue_sky_gold_R,None ,None 
880,bg-punk-blue2_C,Elephant_Pink_C,Hoodie_green_C,Elephant base eyes_C,None,None ,None ,None 
881,bg-punk-blue3_C,Elephant_Green_C,None,Elephant base eyes_C,Wayfarer_sunglasses_black-black_UC,bitcoin_cap_white_gold_R,None ,None 
882,bg-red_C,Elephant_Green_C,None,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,bandana_blue_R,None ,None 
883,bg-punk-blue2_C,Elephant_Green_C,None,Elephant base eyes_C,Aviator_sunglasses_yellow_gold_clear_UC,baseball_cap1_R,None ,None 
884,BG_Yellow_C,Elephant_Grey_C,T-shirt_white_UC,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,None ,None ,None 
885,bg-punk-blue3_C,Elephant_Green_C,T-shirt_blue_C,Elephant base eyes_C,None,headband_brown_UC,None ,None 
886,bg-red_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,Aviator_sunglasses_black_UC,None ,None ,None 
887,bg-punk-blue2_C,Elephant_Blue_C,None,Elephant base eyes_C,Wayfarer_sunglasses_black-blue_C,bitcoin_cap_pink_gold_R,None ,None 
888,BG-purple_C,Elephant_White_SR,None,Elephant base eyes_C,Aviator_sunglasses_red_C,headband_brown_UC,None ,None 
889,bg-yellow_C,Elephant_Grey_C,Hoodie_pink_UC,Elephant base eyes_C,Wayfarer_sunglasses_black-black_UC,cyborg_head_elephant_M,None ,elephant_gas_mask_beige_L
890,BG_Yellow_C,Elephant_Silver_R,T-shirt_LGBTQ_L,Elephant base eyes_C,Aviator_sunglasses_red_C,headband_brown_UC,None ,None 
891,bg-red_C,Elephant_Purple_C,None,Elephant base eyes_C,None,baseball_cap3_R,None ,None 
892,BG_Teal_C,Elephant_Grey_C,Hoodie_brown_C,Elephant base eyes_C,Aviator_sunglasses_blue_C,bitcoin_cap_red_silver_UC,None ,None 
893,BG_Teal_C,Elephant_Blue_C,NFL_jersey1_R,Elephant base eyes_C,None,None ,None ,None 
894,bg-red_C,Elephant_Grey_C,T-shirt_feck_fiat_L,Elephant base eyes_C,VR_headset_2_green_R,elephant_mohawk2_pink_SR,None ,None 
895,BG_Yellow_C,Elephant_Grey_C,NFL_jersey2_R,Elephant base eyes_C,Aviator_sunglasses_pink_clear_UC,headband_green_UC,None ,None 
896,bg-army-green_C,Elephant_Grey_C,NFL_jersey2_R,Elephant base eyes_C,Aviator_sunglasses_red_C,None ,None ,None 
897,BG_Yellow_C,Elephant_Red_C,None,Elephant base eyes_C,None,tv_head_elephant_green_L,None ,None 
898,bg-punk-pink_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,Wayfarer_sunglasses_black-blue_C,None ,None ,None 
899,bg-purple1_C,Elephant_Sky_Blue_C,Hoodie_White_UC,Elephant base eyes_C,Aviator_sunglasses_blue_C,None ,None ,None 
900,bg-punk-pink_C,Elephant_Grey_C,T-shirt_challenge_SR,Elephant base eyes_C,Wayfarer_sunglasses_funny_R,None ,None ,None 
901,bg-punk-pink_C,Elephant_Grey_C,Hoodie_orange_C,Elephant base eyes_C,None,None ,None ,elephant_cigar_SR
902,BG_Yellow_C,Elephant_Red_C,T-shirt_blue_C,Elephant base eyes_C,Aviator_sunglasses_blue_clear_C,headband_green_UC,None ,None 
903,bg-army-green-2_C,Elephant_Sky_Blue_C,T-shirt_blue_C,Elephant base eyes_C,VR_headset_2_black_R,None ,None ,None 
904,bg-punk-pink_C,Elephant_Sky_Blue_C,Hoodie_White_UC,Elephant base eyes_C,None,bitcoin_cap_pink_gold_R,None ,None 
905,BG_Yellow_C,Elephant_Blue_C,T-shirt_black_C,Elephant base eyes_C,None,bitcoin_cap_pink_silver_UC,None ,None 
906,bg-orange_C,Elephant_Blue_C,Elephant_Basketball_jersey1_R,Elephant base eyes_C,None,None ,None ,None 
907,BG_Teal_C,Elephant_Green_C,None,Elephant base eyes_C,Aviator_sunglasses_red_C,None ,None ,None 
908,BG_Yellow_C,Elephant_Pink_C,None,Elephant base eyes_C,None,headband_red_UC,None ,None 
909,BG_Teal_C,Elephant_Blue_C,None,Elephant base eyes_C,None,bandana_blue_R,None ,None 
910,BG_Yellow_C,Elephant_Blue_C,Hoodie_orange_C,Elephant base eyes_C,Aviator_sunglasses_blue_C,None ,None ,None 
911,BG_punkblue_C,Elephant_Sky_Blue_C,Elephant_Basketball_jersey1_R,Elephant base eyes_C,None,bitcoin_cap_brown_gold_R,None ,None 
912,bg-red_C,Elephant_Grey_C,Hoodie_military2_UC,Elephant base eyes_C,Aviator_sunglasses_red_C,bandana_black_R,None ,None 
913,bg-orange_C,Elephant_Pink_C,T-shirt_blue_C,Elephant base eyes_C,Wayfarer_sunglasses_yellow-black_UC,None ,None ,None 
914,bg-purple1_C,Elephant_Grey_C,Elephant_Basketball_jersey1_R,Elephant base eyes_C,Wayfarer_sunglasses_black-blue_C,elephant_mohawk1_white_SR,None ,None 
915,bg-yellow_C,Elephant_Green_C,Hoodie_brown_C,Elephant base eyes_C,Aviator_sunglasses_red_C,bitcoin_cap_white_silver_UC,None ,None 
916,BG-purple_C,Elephant_Sky_Blue_C,Hoodie_brown_C,Elephant base eyes_C,VR_headset_on_M,bitcoin_cap_red_silver_UC,None ,None 
917,bg-punk-blue2_C,Elephant_Green_C,T-shirt_blue_C,Elephant base eyes_C,None,bandana_blue_R,None ,None 
918,bg-orange_C,Elephant_Blue_C,None,Elephant base eyes_C,None,None ,None ,None 
919,bg-orange_C,Elephant_Grey_C,Hoodie_green_C,Elephant base eyes_C,Aviator_sunglasses_black_gold_SR,None ,None ,None 
920,bg-punk-blue3_C,Elephant_Blue_C,T-shirt_blue_C,Elephant base eyes_C,Wayfarer_sunglasses_black-yellow_C,elephant_mohawk2_white_SR,None ,None 
921,BG-purple_C,Elephant_Blue_C,None,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,None ,None ,None 
922,bg-red_C,Elephant_Purple_C,T-shirt_black_C,Elephant base eyes_C,Aviator_sunglasses_red_C,bandana_green_UC,None ,None 
923,bg-yellow_C,Elephant_Grey_C,NFL_jersey1_R,Elephant base eyes_C,Aviator_sunglasses_blue_clear_C,baseball_cap2_R,None ,None 
924,bg-purple1_C,Elephant_Red_C,Hoodie_yellow_C,Elephant base eyes_C,Aviator_sunglasses_yellow_gold_clear_UC,headband_orange_UC,None ,None 
925,bg-punk-blue3_C,Elephant_Sky_Blue_C,NFL_jersey1_R,Elephant base eyes_C,Aviator_sunglasses_blue_clear_C,None ,None ,None 
926,BG_Yellow_C,Elephant_Sky_Blue_C,Hoodie_green_C,Elephant base eyes_C,Wayfarer_sunglasses_black-red_UC,bitcoin_cap_brown_silver_UC,new_ivory_big_tusks_downward_SR,None 
927,BG_Yellow_C,Elephant_Ice _SR,Hoodie_pink_UC,Elephant base eyes_C,Aviator_sunglasses_yellow_gold_clear_UC,tv_head_elephant_dark_grey_L,None ,None 
928,bg-punk-pink_C,Elephant_Blue_C,Hoodie_green_C,Elephant base eyes_C,None,None ,None ,None 
929,bg-purple1_C,Elephant_Blue_C,None,Elephant base eyes_C,None,elephant_mohawk2_blue_SR,None ,None 
930,bg-yellow_C,Elephant_Blue_C,NFL_jersey1_R,Elephant base eyes_C,None,headband_black_UC,None ,None 
931,bg-purple1_C,Elephant_Ice _SR,Hoodie_military3_UC,Elephant base eyes_C,Aviator_sunglasses_blue_C,None ,None ,None 
932,bg-army-green_C,Elephant_Grey_C,Hoodie_yellow_C,Elephant base eyes_C,None,bitcoin_cap_white_gold_R,None ,None 
933,BG-purple_C,Elephant_Blue_C,Hoodie_yellow_C,Elephant base eyes_C,Aviator_sunglasses_blue_clear_C,bandana_brown_UC,None ,None 
934,BG_Yellow_C,Elephant_Blue_C,None,Elephant base eyes_C,Aviator_sunglasses_black_UC,headband_red_UC,None ,None 
935,BG_Yellow_C,Elephant_Green_C,Hoodie_pink_UC,Angry_Elephant_L,Wayfarer_sunglasses_flames-black_R,None ,None ,None 
936,bg-punk-blue2_C,Leopard_Elephant_SR,Soccer_jersey_R,Elephant base eyes_C,Wayfarer_sunglasses_flames-black_R,bandana_white_R,None ,elephant_gas_mask_light_L
937,bg-punk-pink_C,Elephant_Grey_C,T-shirt_LGBTQ_L,Elephant base eyes_C,Aviator_sunglasses_black_clear_UC,bitcoin_cap_blue_sky_silver_UC,None ,None 
938,bg-punk-blue2_C,Elephant_Red_C,None,Elephant base eyes_C,VR_headset_2_black_R,headband_orange_UC,None ,None 
939,bg-army-green-2_C,Elephant_Pink_C,None,Elephant base eyes_C,None,bitcoin_cap_pink_silver_UC,None ,None 
940,BG_Yellow_C,Elephant_Grey_C,None,Elephant base eyes_C,None,tv_head_elephant_yellow_SR,None ,None 
941,BG_Teal_C,Elephant_Blue_C,Elephant_Basketball_jersey2_R,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,bull_horns_SR,None ,None 
942,bg-orange_C,Elephant_Green_C,Hoodie_green_C,Elephant base eyes_C,VR_headset_2_grey_R,bitcoin_cap_pink_silver_UC,new_rainbow_tusks_downward_M,None 
943,bg-orange_C,Elephant_Pink_C,T-shirt_black_C,Elephant base eyes_C,VR_headset_2_grey_R,headband_green_UC,None ,None 
944,bg-purple1_C,Elephant_Red_C,Hoodie_yellow_C,Elephant base eyes_C,VR_headset_2_yellow_R,None ,None ,None 
945,bg-purple1_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,Wayfarer_sunglasses_black-red_UC,bitcoin_cap_pink_silver_UC,None ,None 
946,bg-army-green_C,Elephant_Sky_Blue_C,T-shirt_black_C,Elephant base eyes_C,Wayfarer_sunglasses_black-blue_C,baseball_cap2_R,None ,None 
947,BG-purple_C,Elephant_Purple_C,None,Elephant base eyes_C,None,None ,None ,None 
948,bg-purple1_C,Elephant_Grey_C,Hoodie_pink_UC,Elephant base eyes_C,None,None ,None ,None 
949,BG_punkblue_C,Elephant_Grey_C,Hoodie_yellow_C,Elephant base eyes_C,Wayfarer_sunglasses_black-red_UC,headband_black_UC,None ,None 
950,bg-red_C,Elephant_Grey_C,None,Elephant base eyes_C,None,elephant_mohawk2_blue_SR,new_ivory_tusks_downdard_SR,None 
951,bg-punk-blue3_C,Elephant_Blue_C,None,Elephant base eyes_C,Wayfarer_sunglasses_black-blue_C,headband_red_UC,None ,None 
952,bg-punk-pink_C,Elephant_Sky_Blue_C,Hoodie_White_UC,Elephant base eyes_C,Aviator_sunglasses_red_C,bandana_brown_UC,None ,None 
953,bg-punk-blue2_C,Elephant_Purple_C,None,Elephant base eyes_C,None,headband_green_UC,None ,None 
954,BG-purple_C,Elephant_Green_C,T-shirt_black_C,Elephant base eyes_C,None,None ,None ,None 
955,BG-purple_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,VR_headset_2_black_R,headband_black_UC,None ,None 
956,BG-purple_C,Elephant_Red_C,Hoodie_yellow_C,Elephant base eyes_C,None,baseball_cap2_R,new_ivory_big_tusks_downward_SR,None 
957,bg-purple1_C,Elephant_Sky_Blue_C,None,Elephant base eyes_C,VR_headset_2_black_R,headband_brown_UC,None ,None 
958,bg-purple1_C,Elephant_Grey_C,Hoodie_military1_UC,Elephant base eyes_C,Aviator_sunglasses_red_C,None ,None ,None 
959,bg-yellow_C,Elephant_Pink_C,T-shirt_black_C,Elephant base eyes_C,None,None ,None ,None 
960,bg-punk-blue2_C,Elephant_Blue_C,None,Elephant base eyes_C,None,bitcoin_cap_pink_silver_UC,None ,None 
961,BG-purple_C,Elephant_Green_C,None,Elephant base eyes_C,Wayfarer_sunglasses_black-black_UC,headband_brown_UC,None ,None 
962,BG-purple_C,Elephant_Sky_Blue_C,T-shirt_blue_C,Elephant base eyes_C,Wayfarer_sunglasses_black-blue_C,bandana_white_R,None ,None 
963,bg-army-green_C,Elephant_Purple_C,None,Elephant base eyes_C,Aviator_sunglasses_blue_clear_C,bandana_brown_UC,None ,None 
964,BG_Yellow_C,Elephant_Blue_C,T-shirt_challenge_SR,Elephant base eyes_C,None,skull_head3_L,None ,None 
965,bg-red_C,Elephant_Blue_C,T-shirt_black_C,Elephant base eyes_C,Aviator_sunglasses_red_clear_C,headband_red_UC,None ,None 
966,BG_punkblue_C,Elephant_Blue_C,Hoodie_orange_C,Elephant base eyes_C,Aviator_sunglasses_black_clear_UC,bitcoin_cap_pink_gold_R,None ,None 
